workerid,proliferate.condition,resp_b,resp_c,resp_t,trial,error
345,condition1,68,100,82,2,
345,condition1,100,80,100,18,
345,condition1,77,77,69,8,
345,condition1,100,69,83,21,
345,condition1,79,46,74,16,
345,condition1,100,69,83,19,
345,condition1,100,62,81,10,
345,condition1,58,58,99,17,
345,condition1,59,68,53,15,
345,condition1,61,100,81,9,
345,condition1,72,100,90,4,
345,condition1,84,100,72,13,
345,condition1,100,100,100,X1,
345,condition1,79,64,100,6,
345,condition1,81,100,68,11,
345,condition1,85,100,75,7,
345,condition1,72,60,72,20,
345,condition1,79,100,100,5,
345,condition1,100,100,79,3,
345,condition1,100,70,100,12,
345,condition1,85,75,100,14,
345,condition1,77,61,100,22,
344,condition1,100,78,80,1,
344,condition1,36,37,84,2,
344,condition1,18,87,56,10,
344,condition1,60,48,14,17,
344,condition1,50,55,29,14,
344,condition1,46,15,46,7,
344,condition1,43,96,64,16,
344,condition1,46,15,17,5,
344,condition1,51,100,52,18,
344,condition1,47,27,66,11,
344,condition1,10,10,67,3,
344,condition1,59,34,100,15,
344,condition1,42,13,82,13,
344,condition1,15,16,16,X1,
344,condition1,43,69,17,22,
344,condition1,26,45,66,8,
344,condition1,17,42,44,19,
344,condition1,40,40,40,20,
344,condition1,97,10,49,4,
344,condition1,42,63,8,6,
344,condition1,25,55,44,12,
344,condition1,19,81,51,21,
344,condition1,88,13,47,9,
367,condition1,100,100,99,1,
367,condition1,99,99,99,2,
367,condition1,96,97,96,20,
367,condition1,98,98,97,3,
367,condition1,98,97,98,12,
367,condition1,97,99,95,22,
367,condition1,97,100,98,7,
367,condition1,98,99,99,21,
367,condition1,98,97,96,10,
367,condition1,97,98,96,4,
367,condition1,97,99,97,16,
367,condition1,100,100,98,8,
367,condition1,98,98,99,14,
367,condition1,99,98,100,X1,
367,condition1,100,99,100,19,
367,condition1,99,98,98,5,
367,condition1,100,99,99,18,
367,condition1,97,99,98,9,
367,condition1,98,98,99,6,
367,condition1,99,99,98,11,
367,condition1,98,98,98,15,
367,condition1,98,99,98,13,
367,condition1,98,98,100,17,
329,condition1,39,94,48,1,
329,condition1,27,91,53,2,
329,condition1,73,21,53,16,
329,condition1,66,30,84,12,
329,condition1,73,87,30,3,
329,condition1,49,53,48,20,
329,condition1,59,18,40,21,
329,condition1,63,24,85,14,
329,condition1,49,25,83,22,
329,condition1,19,80,51,9,
329,condition1,48,91,74,5,
329,condition1,41,73,19,15,
329,condition1,73,43,43,8,
329,condition1,100,100,100,X1,
329,condition1,57,75,35,7,
329,condition1,61,70,50,13,
329,condition1,75,55,100,6,
329,condition1,54,27,54,18,
329,condition1,66,88,39,11,
329,condition1,20,100,84,4,
329,condition1,52,37,93,17,
329,condition1,71,25,70,10,
329,condition1,70,45,44,19,
366,condition1,64,100,48,1,
366,condition1,46,88,61,2,
366,condition1,100,85,60,3,
366,condition1,40,69,55,9,
366,condition1,46,67,61,13,
366,condition1,19,44,20,12,
366,condition1,44,16,69,17,
366,condition1,52,64,41,11,
366,condition1,30,20,75,22,
366,condition1,46,73,59,7,
366,condition1,67,20,37,16,
366,condition1,60,46,51,20,
366,condition1,49,32,92,5,
366,condition1,100,100,100,X1,
366,condition1,17,85,53,4,
366,condition1,43,16,81,14,
366,condition1,87,15,37,10,
366,condition1,89,17,60,19,
366,condition1,41,0,42,18,
366,condition1,28,55,12,15,
366,condition1,100,23,46,21,
366,condition1,73,33,100,6,
366,condition1,71,43,25,8,
354,condition1,66,100,85,1,
354,condition1,72,100,72,2,
354,condition1,75,57,100,12,
354,condition1,81,100,79,8,
354,condition1,60,100,71,7,
354,condition1,74,67,89,17,
354,condition1,83,100,86,11,
354,condition1,65,48,75,16,
354,condition1,60,66,92,14,
354,condition1,66,69,83,20,
354,condition1,56,100,77,4,
354,condition1,89,78,67,19,
354,condition1,100,100,70,3,
354,condition1,100,100,100,X1,
354,condition1,85,100,71,13,
354,condition1,58,91,68,9,
354,condition1,88,64,81,10,
354,condition1,80,68,100,6,
354,condition1,84,100,100,5,
354,condition1,76,63,76,18,
354,condition1,79,68,91,22,
354,condition1,79,79,88,15,
354,condition1,85,67,75,21,
340,condition1,100,99,99,1,
340,condition1,100,99,98,2,
340,condition1,98,99,97,20,
340,condition1,98,99,99,3,
340,condition1,100,98,97,6,
340,condition1,98,99,98,17,
340,condition1,97,99,99,14,
340,condition1,98,97,98,18,
340,condition1,99,100,98,12,
340,condition1,97,93,97,8,
340,condition1,99,98,100,19,
340,condition1,44,75,69,13,
340,condition1,99,99,97,15,
340,condition1,96,99,95,X1,
340,condition1,100,98,98,10,
340,condition1,98,98,98,21,
340,condition1,97,98,97,16,
340,condition1,99,98,99,7,
340,condition1,97,97,96,9,
340,condition1,97,98,98,5,
340,condition1,96,97,98,4,
340,condition1,97,96,98,11,
340,condition1,98,99,97,22,
322,condition1,52,98,52,1,
322,condition1,45,100,59,2,
322,condition1,98,100,78,19,
322,condition1,80,70,62,13,
322,condition1,28,67,98,6,
322,condition1,39,65,85,17,
322,condition1,70,98,69,5,
322,condition1,80,26,80,18,
322,condition1,49,93,58,9,
322,condition1,71,96,50,3,
322,condition1,55,56,56,15,
322,condition1,71,71,54,8,
322,condition1,61,61,61,16,
322,condition1,100,100,100,X1,
322,condition1,81,66,82,22,
322,condition1,74,51,73,10,
322,condition1,44,100,67,4,
322,condition1,80,79,81,7,
322,condition1,83,84,84,21,
322,condition1,85,86,81,20,
322,condition1,75,51,94,14,
322,condition1,70,37,86,12,
322,condition1,59,84,37,11,
351,condition1,15,13,16,1,
351,condition1,51,45,63,2,
351,condition1,47,51,49,20,
351,condition1,56,9,48,7,
351,condition1,66,18,40,4,
351,condition1,46,16,76,15,
351,condition1,38,12,28,5,
351,condition1,65,17,48,9,
351,condition1,34,52,11,6,
351,condition1,43,19,32,17,
351,condition1,16,7,43,3,
351,condition1,16,30,15,10,
351,condition1,40,30,53,8,
351,condition1,23,24,23,X1,
351,condition1,36,15,12,12,
351,condition1,38,12,39,18,
351,condition1,17,41,31,19,
351,condition1,27,12,44,11,
351,condition1,39,58,50,16,
351,condition1,12,51,41,21,
351,condition1,40,65,18,22,
351,condition1,35,49,13,13,
351,condition1,38,64,15,14,
336,condition1,98,56,56,1,
336,condition1,97,49,98,2,
336,condition1,88,69,86,22,
336,condition1,39,100,98,4,
336,condition1,98,58,67,20,
336,condition1,60,45,96,17,
336,condition1,99,51,60,10,
336,condition1,55,30,50,18,
336,condition1,98,19,54,16,
336,condition1,51,97,51,11,
336,condition1,34,97,68,9,
336,condition1,97,34,70,21,
336,condition1,75,17,100,14,
336,condition1,99,98,99,X1,
336,condition1,55,97,99,7,
336,condition1,74,98,72,13,
336,condition1,100,70,87,19,
336,condition1,88,53,100,6,
336,condition1,100,100,66,3,
336,condition1,100,47,98,12,
336,condition1,82,37,60,8,
336,condition1,75,100,100,5,
336,condition1,65,86,55,15,
363,condition1,92,93,91,1,
363,condition1,86,89,93,2,
363,condition1,91,91,89,11,
363,condition1,84,26,56,21,
363,condition1,24,92,51,9,
363,condition1,69,82,75,20,
363,condition1,80,80,80,7,
363,condition1,85,98,72,3,
363,condition1,75,70,74,8,
363,condition1,93,96,91,5,
363,condition1,78,85,74,6,
363,condition1,72,70,70,19,
363,condition1,77,76,79,17,
363,condition1,84,91,78,X1,
363,condition1,80,84,73,10,
363,condition1,92,91,73,14,
363,condition1,88,92,86,16,
363,condition1,87,83,85,12,
363,condition1,93,88,91,13,
363,condition1,92,97,92,22,
363,condition1,85,83,81,18,
363,condition1,88,87,89,15,
363,condition1,89,92,89,4,
346,condition1,92,100,97,1,
346,condition1,100,100,100,2,
346,condition1,100,75,83,21,
346,condition1,96,100,87,11,
346,condition1,92,85,100,17,
346,condition1,78,100,88,7,
346,condition1,100,100,75,3,
346,condition1,68,97,84,9,
346,condition1,100,70,76,10,
346,condition1,92,81,92,18,
346,condition1,100,73,95,12,
346,condition1,84,72,100,14,
346,condition1,91,67,100,5,
346,condition1,100,100,99,X1,
346,condition1,86,64,71,16,
346,condition1,71,92,61,15,
346,condition1,85,72,100,6,
346,condition1,100,60,80,19,
346,condition1,80,64,100,22,
346,condition1,64,100,96,4,
346,condition1,72,100,84,13,
346,condition1,80,92,72,8,
346,condition1,91,82,89,20,
324,condition1,95,96,92,1,
324,condition1,51,91,41,2,
324,condition1,94,1,50,7,
324,condition1,3,98,70,10,
324,condition1,24,0,0,5,
324,condition1,24,98,1,22,
324,condition1,11,2,22,11,
324,condition1,2,34,21,19,
324,condition1,43,2,47,13,
324,condition1,16,100,36,18,
324,condition1,26,83,0,6,
324,condition1,0,72,16,12,
324,condition1,1,100,33,3,
324,condition1,71,71,72,X1,
324,condition1,14,98,85,16,
324,condition1,97,9,9,4,
324,condition1,97,5,55,9,
324,condition1,59,19,82,15,
324,condition1,43,96,3,17,
324,condition1,3,96,63,21,
324,condition1,15,35,10,20,
324,condition1,44,99,6,14,
324,condition1,17,68,48,8,
365,condition1,66,89,75,1,
365,condition1,43,86,60,2,
365,condition1,78,27,56,10,
365,condition1,71,31,44,16,
365,condition1,55,17,88,22,
365,condition1,21,88,67,4,
365,condition1,72,15,74,18,
365,condition1,15,78,70,9,
365,condition1,56,34,28,8,
365,condition1,46,18,77,17,
365,condition1,79,78,21,3,
365,condition1,43,75,76,5,
365,condition1,59,84,38,11,
365,condition1,96,98,98,X1,
365,condition1,59,27,90,6,
365,condition1,64,29,51,20,
365,condition1,45,87,31,13,
365,condition1,55,19,83,14,
365,condition1,81,34,50,21,
365,condition1,83,30,28,19,
365,condition1,44,73,10,15,
365,condition1,41,93,58,7,
365,condition1,93,27,94,12,
338,condition1,68,66,66,1,
338,condition1,71,71,69,2,
338,condition1,81,80,82,22,
338,condition1,83,83,80,14,
338,condition1,82,81,81,12,
338,condition1,78,78,78,11,
338,condition1,73,74,72,9,
338,condition1,76,77,77,15,
338,condition1,79,78,79,13,
338,condition1,78,79,80,17,
338,condition1,75,76,76,10,
338,condition1,83,75,73,7,
338,condition1,90,83,76,3,
338,condition1,85,85,86,X1,
338,condition1,79,74,74,18,
338,condition1,89,88,87,21,
338,condition1,81,84,83,4,
338,condition1,85,85,86,6,
338,condition1,84,84,85,8,
338,condition1,81,80,78,19,
338,condition1,82,84,82,20,
338,condition1,82,80,82,5,
338,condition1,85,84,82,16,
362,condition1,65,99,84,1,
362,condition1,62,98,62,2,
362,condition1,60,89,69,14,
362,condition1,24,99,66,3,
362,condition1,21,63,64,21,
362,condition1,61,96,82,11,
362,condition1,66,95,40,4,
362,condition1,26,48,71,19,
362,condition1,43,68,97,6,
362,condition1,61,47,47,22,
362,condition1,45,37,90,10,
362,condition1,67,26,45,13,
362,condition1,46,46,60,15,
362,condition1,96,97,98,X1,
362,condition1,45,32,45,18,
362,condition1,23,52,43,8,
362,condition1,42,35,43,20,
362,condition1,58,27,48,16,
362,condition1,61,30,61,12,
362,condition1,88,28,49,7,
362,condition1,47,37,47,17,
362,condition1,16,32,55,9,
362,condition1,33,92,18,5,
327,condition1,58,98,61,1,
327,condition1,50,89,53,2,
327,condition1,54,56,66,12,
327,condition1,63,49,73,22,
327,condition1,84,99,67,3,
327,condition1,68,70,66,15,
327,condition1,80,86,64,8,
327,condition1,63,54,65,16,
327,condition1,79,80,71,7,
327,condition1,85,89,72,13,
327,condition1,91,98,91,5,
327,condition1,83,72,95,14,
327,condition1,89,67,81,10,
327,condition1,97,98,97,X1,
327,condition1,90,97,83,11,
327,condition1,90,90,82,19,
327,condition1,78,62,74,21,
327,condition1,68,56,67,18,
327,condition1,71,64,71,20,
327,condition1,52,94,63,9,
327,condition1,48,99,76,4,
327,condition1,84,82,93,17,
327,condition1,85,51,99,6,
334,condition1,66,66,67,1,
334,condition1,78,77,77,2,
334,condition1,76,76,76,19,
334,condition1,72,73,73,22,
334,condition1,78,77,77,11,
334,condition1,74,74,75,7,
334,condition1,78,78,77,10,
334,condition1,80,79,79,20,
334,condition1,80,77,80,4,
334,condition1,79,78,80,15,
334,condition1,76,77,77,16,
334,condition1,77,76,77,8,
334,condition1,71,69,70,5,
334,condition1,72,71,72,X1,
334,condition1,73,73,74,18,
334,condition1,73,73,73,9,
334,condition1,74,72,73,3,
334,condition1,73,73,73,17,
334,condition1,69,69,70,14,
334,condition1,74,73,72,21,
334,condition1,71,72,72,6,
334,condition1,71,70,70,13,
334,condition1,72,71,71,12,
372,condition1,30,100,50,1,
372,condition1,27,100,38,2,
372,condition1,38,48,28,8,
372,condition1,45,37,52,22,
372,condition1,74,64,100,6,
372,condition1,66,100,46,3,
372,condition1,60,46,82,12,
372,condition1,57,45,73,10,
372,condition1,67,48,82,14,
372,condition1,56,100,72,4,
372,condition1,33,74,54,9,
372,condition1,65,82,50,11,
372,condition1,42,54,87,17,
372,condition1,100,100,100,X1,
372,condition1,70,59,79,20,
372,condition1,44,57,72,15,
372,condition1,50,63,53,19,
372,condition1,50,41,51,18,
372,condition1,54,52,52,7,
372,condition1,72,100,87,5,
372,condition1,75,70,67,13,
372,condition1,52,59,49,21,
372,condition1,54,47,48,16,
350,condition1,100,100,100,1,
350,condition1,100,100,0,2,
350,condition1,100,0,98,15,
350,condition1,0,100,0,21,
350,condition1,99,97,2,22,
350,condition1,2,98,3,19,
350,condition1,97,99,98,8,
350,condition1,97,1,99,20,
350,condition1,99,99,99,4,
350,condition1,96,4,6,7,
350,condition1,97,98,96,16,
350,condition1,3,100,96,11,
350,condition1,99,96,97,6,
350,condition1,99,99,97,X1,
350,condition1,5,97,98,3,
350,condition1,3,99,4,17,
350,condition1,2,96,4,14,
350,condition1,97,4,97,13,
350,condition1,97,99,0,5,
350,condition1,0,95,98,10,
350,condition1,3,100,3,18,
350,condition1,98,3,0,9,
350,condition1,0,99,3,12,
360,condition1,69,100,86,1,
360,condition1,100,100,63,2,
360,condition1,100,100,44,3,
360,condition1,52,100,56,7,
360,condition1,56,62,62,20,
360,condition1,29,100,100,5,
360,condition1,100,76,100,15,
360,condition1,61,66,100,6,
360,condition1,75,32,100,16,
360,condition1,100,31,100,12,
360,condition1,100,54,53,19,
360,condition1,49,19,100,17,
360,condition1,49,20,52,18,
360,condition1,100,100,100,X1,
360,condition1,53,100,47,13,
360,condition1,100,20,66,21,
360,condition1,16,100,68,4,
360,condition1,100,18,52,10,
360,condition1,60,100,50,11,
360,condition1,50,11,100,22,
360,condition1,17,100,47,9,
360,condition1,39,69,40,8,
360,condition1,51,11,100,14,
349,condition1,43,75,57,1,
349,condition1,51,100,77,2,
349,condition1,64,100,84,5,
349,condition1,62,49,100,6,
349,condition1,59,100,68,7,
349,condition1,61,37,84,14,
349,condition1,90,65,71,19,
349,condition1,94,51,86,12,
349,condition1,69,25,54,16,
349,condition1,28,73,64,9,
349,condition1,58,35,84,22,
349,condition1,20,100,75,4,
349,condition1,52,31,86,17,
349,condition1,100,100,100,X1,
349,condition1,91,33,53,10,
349,condition1,61,88,52,13,
349,condition1,80,100,64,3,
349,condition1,77,98,52,11,
349,condition1,87,76,62,8,
349,condition1,71,78,32,15,
349,condition1,64,41,65,20,
349,condition1,94,42,66,21,
349,condition1,73,13,74,18,
328,condition1,72,98,73,1,
328,condition1,46,95,72,2,
328,condition1,57,35,92,14,
328,condition1,54,23,88,22,
328,condition1,57,77,57,7,
328,condition1,59,28,60,18,
328,condition1,22,92,47,4,
328,condition1,63,22,39,16,
328,condition1,81,95,50,3,
328,condition1,83,65,52,19,
328,condition1,66,21,49,8,
328,condition1,61,37,98,6,
328,condition1,81,89,67,11,
328,condition1,99,98,100,X1,
328,condition1,45,70,24,15,
328,condition1,52,26,82,17,
328,condition1,64,27,59,20,
328,condition1,84,51,94,12,
328,condition1,74,25,73,10,
328,condition1,54,77,44,13,
328,condition1,78,33,50,21,
328,condition1,63,0,82,5,
328,condition1,26,69,70,9,
359,condition1,50,51,50,1,
359,condition1,49,48,50,2,
359,condition1,48,48,48,3,
359,condition1,46,47,47,19,
359,condition1,49,49,49,16,
359,condition1,47,47,47,9,
359,condition1,49,48,48,5,
359,condition1,49,48,49,14,
359,condition1,48,49,50,22,
359,condition1,46,46,46,12,
359,condition1,46,47,48,11,
359,condition1,51,50,52,8,
359,condition1,44,45,46,13,
359,condition1,50,49,49,X1,
359,condition1,47,47,47,15,
359,condition1,48,48,50,21,
359,condition1,46,45,45,18,
359,condition1,48,48,47,6,
359,condition1,46,47,47,7,
359,condition1,49,49,48,4,
359,condition1,48,49,49,10,
359,condition1,51,51,52,17,
359,condition1,47,48,49,20,
337,condition1,88,48,53,1,
337,condition1,44,87,51,2,
337,condition1,22,84,41,4,
337,condition1,53,72,39,13,
337,condition1,60,15,38,16,
337,condition1,42,22,85,6,
337,condition1,39,12,70,14,
337,condition1,44,25,73,11,
337,condition1,43,21,83,17,
337,condition1,83,16,65,19,
337,condition1,62,79,84,5,
337,condition1,30,75,54,7,
337,condition1,52,15,55,18,
337,condition1,86,85,87,X1,
337,condition1,68,54,49,15,
337,condition1,43,31,74,8,
337,condition1,48,31,78,22,
337,condition1,85,83,42,3,
337,condition1,37,72,60,9,
337,condition1,68,47,86,12,
337,condition1,62,30,51,21,
337,condition1,48,17,35,10,
337,condition1,38,39,51,20,
325,condition1,73,44,100,1,
325,condition1,86,18,48,2,
325,condition1,53,97,12,22,
325,condition1,47,12,49,11,
325,condition1,34,86,25,10,
325,condition1,43,88,89,16,
325,condition1,12,70,23,12,
325,condition1,28,7,71,3,
325,condition1,33,57,11,6,
325,condition1,90,17,63,9,
325,condition1,69,18,45,17,
325,condition1,21,46,38,21,
325,condition1,39,98,40,18,
325,condition1,99,100,99,X1,
325,condition1,41,28,69,8,
325,condition1,95,10,56,4,
325,condition1,74,47,39,15,
325,condition1,20,42,68,7,
325,condition1,1,27,67,13,
325,condition1,53,87,7,14,
325,condition1,40,70,24,20,
325,condition1,21,32,49,19,
325,condition1,31,9,45,5,
348,condition1,50,52,47,1,
348,condition1,48,40,54,2,
348,condition1,47,51,55,11,
348,condition1,42,49,59,12,
348,condition1,46,60,31,8,
348,condition1,52,50,52,17,
348,condition1,50,39,35,14,
348,condition1,50,64,46,13,
348,condition1,54,36,44,9,
348,condition1,53,39,54,4,
348,condition1,38,49,55,15,
348,condition1,53,60,81,21,
348,condition1,45,47,62,5,
348,condition1,84,91,89,X1,
348,condition1,57,48,42,7,
348,condition1,44,40,46,10,
348,condition1,51,61,56,19,
348,condition1,50,39,42,20,
348,condition1,61,59,53,22,
348,condition1,78,89,67,3,
348,condition1,53,56,44,18,
348,condition1,36,36,57,16,
348,condition1,70,77,56,6,
339,condition1,73,100,73,1,
339,condition1,79,100,78,2,
339,condition1,75,100,72,5,
339,condition1,75,98,72,6,
339,condition1,83,100,73,4,
339,condition1,85,100,70,11,
339,condition1,83,100,70,3,
339,condition1,78,98,61,19,
339,condition1,77,99,62,8,
339,condition1,76,100,58,21,
339,condition1,80,100,66,12,
339,condition1,81,100,65,16,
339,condition1,81,100,65,10,
339,condition1,84,100,68,X1,
339,condition1,82,100,66,22,
339,condition1,79,100,64,15,
339,condition1,78,100,62,14,
339,condition1,80,100,64,9,
339,condition1,82,100,64,20,
339,condition1,77,100,58,13,
339,condition1,77,100,60,7,
339,condition1,76,100,53,17,
339,condition1,80,100,64,18,
333,condition1,46,90,82,1,
333,condition1,87,29,48,2,
333,condition1,53,15,100,15,
333,condition1,56,20,100,17,
333,condition1,84,11,45,7,
333,condition1,94,17,71,13,
333,condition1,40,95,18,5,
333,condition1,18,93,62,16,
333,condition1,48,78,68,18,
333,condition1,81,36,45,10,
333,condition1,53,90,13,22,
333,condition1,15,89,63,8,
333,condition1,100,16,44,9,
333,condition1,49,48,49,X1,
333,condition1,23,80,12,12,
333,condition1,35,15,55,11,
333,condition1,99,82,17,4,
333,condition1,10,31,45,19,
333,condition1,21,91,0,14,
333,condition1,7,17,50,3,
333,condition1,29,42,46,20,
333,condition1,17,87,44,21,
333,condition1,24,45,92,6,
371,condition1,99,99,98,1,
371,condition1,98,99,98,2,
371,condition1,100,100,100,8,
371,condition1,98,98,99,7,
371,condition1,97,98,98,22,
371,condition1,98,99,98,6,
371,condition1,99,100,100,18,
371,condition1,97,98,97,9,
371,condition1,99,97,96,17,
371,condition1,98,98,99,4,
371,condition1,98,99,97,14,
371,condition1,98,98,96,3,
371,condition1,97,98,98,20,
371,condition1,100,100,100,X1,
371,condition1,100,98,97,15,
371,condition1,98,99,97,19,
371,condition1,99,98,99,21,
371,condition1,98,97,98,5,
371,condition1,98,98,99,16,
371,condition1,99,97,99,10,
371,condition1,98,97,98,11,
371,condition1,99,96,96,13,
371,condition1,96,97,96,12,
341,condition1,99,99,98,1,
341,condition1,100,100,100,2,
341,condition1,100,100,100,4,
341,condition1,100,100,100,12,
341,condition1,100,100,100,13,
341,condition1,100,100,100,11,
341,condition1,100,100,100,19,
341,condition1,100,100,100,14,
341,condition1,100,100,100,18,
341,condition1,100,100,100,7,
341,condition1,100,100,100,17,
341,condition1,100,100,100,3,
341,condition1,100,100,100,6,
341,condition1,100,100,100,X1,
341,condition1,100,100,100,16,
341,condition1,100,100,100,8,
341,condition1,100,100,100,21,
341,condition1,100,100,100,5,
341,condition1,100,100,100,22,
341,condition1,100,100,100,9,
341,condition1,100,100,100,15,
341,condition1,100,100,100,10,
341,condition1,100,100,100,20,
368,condition1,97,97,97,1,
368,condition1,98,98,98,2,
368,condition1,93,100,90,18,
368,condition1,97,83,98,9,
368,condition1,81,86,98,3,
368,condition1,77,100,88,16,
368,condition1,70,71,81,7,
368,condition1,80,92,99,8,
368,condition1,85,99,82,11,
368,condition1,99,94,97,20,
368,condition1,83,95,100,17,
368,condition1,98,74,88,10,
368,condition1,100,83,100,14,
368,condition1,99,98,98,X1,
368,condition1,98,82,85,19,
368,condition1,85,76,99,22,
368,condition1,79,99,52,13,
368,condition1,100,68,99,12,
368,condition1,89,72,99,6,
368,condition1,76,99,85,15,
368,condition1,99,82,90,21,
368,condition1,77,98,100,5,
368,condition1,67,99,84,4,
357,condition1,80,100,80,1,
357,condition1,48,100,73,2,
357,condition1,100,71,45,3,
357,condition1,71,100,76,7,
357,condition1,55,79,46,15,
357,condition1,70,100,68,11,
357,condition1,100,47,67,10,
357,condition1,100,65,73,12,
357,condition1,43,100,75,4,
357,condition1,75,57,100,22,
357,condition1,71,49,49,16,
357,condition1,67,67,68,20,
357,condition1,58,45,100,17,
357,condition1,100,100,100,X1,
357,condition1,100,72,79,19,
357,condition1,70,50,70,18,
357,condition1,46,78,80,9,
357,condition1,62,100,47,13,
357,condition1,78,49,63,8,
357,condition1,78,100,100,5,
357,condition1,77,64,92,6,
357,condition1,100,51,75,21,
357,condition1,69,52,100,14,
326,condition1,89,90,89,1,
326,condition1,82,83,84,2,
326,condition1,88,88,89,8,
326,condition1,89,88,89,14,
326,condition1,87,87,87,9,
326,condition1,83,83,85,5,
326,condition1,86,86,87,13,
326,condition1,85,85,85,12,
326,condition1,86,85,86,21,
326,condition1,83,82,83,20,
326,condition1,85,87,86,22,
326,condition1,84,85,85,18,
326,condition1,82,82,84,19,
326,condition1,87,86,86,X1,
326,condition1,87,87,87,3,
326,condition1,89,89,89,10,
326,condition1,86,86,87,6,
326,condition1,87,87,87,16,
326,condition1,84,86,84,17,
326,condition1,86,84,85,15,
326,condition1,84,86,84,7,
326,condition1,84,84,83,4,
326,condition1,83,83,83,11,
355,condition1,73,34,84,1,
355,condition1,56,67,69,2,
355,condition1,44,87,89,14,
355,condition1,56,73,37,16,
355,condition1,39,62,36,22,
355,condition1,75,71,18,8,
355,condition1,20,65,72,10,
355,condition1,68,11,11,4,
355,condition1,45,13,82,7,
355,condition1,21,38,6,6,
355,condition1,78,4,43,9,
355,condition1,34,51,55,18,
355,condition1,59,70,34,12,
355,condition1,53,24,51,X1,
355,condition1,39,11,16,5,
355,condition1,6,6,84,3,
355,condition1,42,15,39,11,
355,condition1,62,28,63,19,
355,condition1,52,16,43,13,
355,condition1,45,85,9,17,
355,condition1,16,76,44,21,
355,condition1,49,61,44,20,
355,condition1,29,81,38,15,
370,condition1,36,89,60,1,
370,condition1,24,100,50,2,
370,condition1,14,100,15,4,
370,condition1,79,0,50,16,
370,condition1,71,31,100,6,
370,condition1,47,19,47,20,
370,condition1,36,100,13,7,
370,condition1,100,0,14,10,
370,condition1,100,100,0,3,
370,condition1,36,0,93,17,
370,condition1,97,6,31,21,
370,condition1,34,66,12,15,
370,condition1,52,25,12,8,
370,condition1,100,100,100,X1,
370,condition1,59,82,23,11,
370,condition1,42,0,94,14,
370,condition1,64,99,96,5,
370,condition1,96,84,70,19,
370,condition1,27,0,27,18,
370,condition1,14,90,0,13,
370,condition1,63,0,96,22,
370,condition1,89,27,97,12,
370,condition1,5,100,40,9,
352,condition1,73,87,73,1,
352,condition1,75,93,77,2,
352,condition1,97,80,95,12,
352,condition1,60,99,89,5,
352,condition1,99,100,79,7,
352,condition1,77,98,58,11,
352,condition1,69,85,66,15,
352,condition1,50,97,73,4,
352,condition1,80,97,64,13,
352,condition1,75,57,98,22,
352,condition1,54,53,90,17,
352,condition1,71,56,71,18,
352,condition1,80,60,70,21,
352,condition1,99,99,99,X1,
352,condition1,52,91,71,9,
352,condition1,80,64,98,6,
352,condition1,73,80,58,8,
352,condition1,74,42,70,16,
352,condition1,98,99,64,3,
352,condition1,94,62,82,19,
352,condition1,99,56,74,10,
352,condition1,55,29,95,14,
352,condition1,64,55,73,20,
373,condition1,78,80,62,1,
373,condition1,55,48,71,2,
373,condition1,61,50,73,21,
373,condition1,73,73,74,17,
373,condition1,63,79,48,3,
373,condition1,56,59,48,7,
