workerid,proliferate.condition,resp_b,resp_c,resp_t,trial,error
308,condition1,100,100,100,9,
308,condition1,100,100,100,11,
308,condition1,100,100,100,13,
288,condition1,36,71,57,1,
288,condition1,61,37,48,2,
288,condition1,52,69,30,8,
288,condition1,56,86,85,5,
288,condition1,62,50,61,19,
288,condition1,47,47,65,15,
288,condition1,49,49,85,11,
288,condition1,82,81,59,4,
288,condition1,48,47,71,17,
288,condition1,67,78,80,3,
288,condition1,61,48,61,14,
288,condition1,55,43,45,20,
288,condition1,85,84,86,X1,
288,condition1,82,64,65,6,
288,condition1,41,57,72,16,
288,condition1,41,62,89,10,
288,condition1,44,44,44,21,
288,condition1,65,64,65,12,
288,condition1,46,67,68,13,
288,condition1,69,87,50,7,
288,condition1,53,52,52,18,
288,condition1,50,78,50,9,
315,condition1,100,100,100,1,
315,condition1,100,100,100,2,
315,condition1,100,100,100,6,
315,condition1,100,100,100,7,
315,condition1,100,100,100,11,
315,condition1,100,100,100,20,
315,condition1,100,100,100,8,
315,condition1,100,100,100,10,
315,condition1,100,100,100,13,
315,condition1,100,100,100,3,
315,condition1,100,100,100,17,
315,condition1,100,99,100,18,
315,condition1,100,100,100,X1,
315,condition1,100,100,100,12,
315,condition1,100,100,100,5,
315,condition1,100,100,100,16,
315,condition1,100,100,100,9,
315,condition1,100,100,100,19,
315,condition1,100,100,100,4,
315,condition1,100,100,100,14,
315,condition1,100,100,100,21,
315,condition1,100,100,100,15,
296,condition1,64,100,78,1,
296,condition1,87,57,69,2,
296,condition1,62,63,100,11,
296,condition1,69,60,60,20,
296,condition1,57,58,57,18,
296,condition1,80,100,64,7,
296,condition1,59,59,78,15,
296,condition1,75,54,77,14,
296,condition1,78,77,76,12,
296,condition1,72,54,72,19,
296,condition1,69,100,69,9,
296,condition1,79,100,100,3,
296,condition1,100,100,100,X1,
296,condition1,54,100,100,5,
296,condition1,79,100,49,8,
296,condition1,65,81,81,13,
296,condition1,100,100,68,4,
296,condition1,60,68,100,10,
296,condition1,59,70,83,16,
296,condition1,100,82,82,6,
296,condition1,60,61,70,21,
296,condition1,55,56,78,17,
302,condition1,36,86,66,1,
302,condition1,61,16,37,2,
302,condition1,88,86,28,4,
302,condition1,49,22,49,19,
302,condition1,17,99,99,5,
302,condition1,82,96,15,8,
302,condition1,54,54,54,21,
302,condition1,74,97,99,3,
302,condition1,46,30,24,20,
302,condition1,62,97,24,7,
302,condition1,28,28,48,15,
302,condition1,16,17,97,11,
302,condition1,96,95,97,X1,
302,condition1,30,63,65,13,
302,condition1,9,27,100,10,
302,condition1,45,44,43,18,
302,condition1,34,98,37,9,
302,condition1,54,55,57,12,
302,condition1,56,18,55,14,
302,condition1,11,11,74,17,
302,condition1,13,37,58,16,
302,condition1,96,37,40,6,
279,condition1,77,100,90,1,
279,condition1,82,63,73,2,
279,condition1,99,99,87,4,
279,condition1,77,87,98,10,
279,condition1,95,95,95,12,
279,condition1,82,85,98,11,
279,condition1,100,100,95,17,
279,condition1,100,98,99,13,
279,condition1,47,100,98,6,
279,condition1,100,50,100,9,
279,condition1,100,100,87,15,
279,condition1,100,100,100,21,
279,condition1,65,65,65,X1,
279,condition1,90,50,99,8,
279,condition1,99,51,51,5,
279,condition1,100,100,100,19,
279,condition1,91,100,92,14,
279,condition1,97,97,97,20,
279,condition1,98,97,100,18,
279,condition1,94,50,84,7,
279,condition1,99,95,93,16,
279,condition1,85,51,53,3,
283,condition1,57,100,70,1,
283,condition1,71,37,56,2,
283,condition1,50,35,50,14,
283,condition1,30,30,97,11,
283,condition1,48,76,77,13,
283,condition1,79,52,64,20,
283,condition1,61,38,53,21,
283,condition1,82,55,54,6,
283,condition1,47,52,83,10,
283,condition1,58,51,66,15,
283,condition1,57,92,55,9,
283,condition1,53,67,63,18,
283,condition1,38,61,50,X1,
283,condition1,43,45,35,7,
283,condition1,63,60,57,3,
283,condition1,55,43,55,5,
283,condition1,53,43,58,17,
283,condition1,55,46,39,16,
283,condition1,59,78,72,12,
283,condition1,57,49,38,4,
283,condition1,52,74,62,19,
283,condition1,57,59,54,8,
306,condition1,57,58,58,1,
306,condition1,57,51,50,2,
306,condition1,48,57,53,19,
306,condition1,45,45,53,17,
306,condition1,54,53,61,15,
306,condition1,57,73,66,9,
306,condition1,75,60,61,6,
306,condition1,55,55,55,12,
306,condition1,47,55,55,3,
306,condition1,58,58,57,18,
306,condition1,53,63,37,8,
306,condition1,34,32,46,16,
306,condition1,45,45,46,X1,
306,condition1,50,41,50,14,
306,condition1,57,76,46,7,
306,condition1,35,35,33,20,
306,condition1,40,27,50,13,
306,condition1,56,54,54,21,
306,condition1,38,37,58,10,
306,condition1,56,57,33,4,
306,condition1,31,30,63,11,
306,condition1,45,69,73,5,
289,condition1,100,100,100,1,
289,condition1,100,100,100,2,
289,condition1,100,100,100,15,
289,condition1,100,100,100,20,
289,condition1,100,100,100,8,
289,condition1,100,100,100,6,
289,condition1,100,100,100,16,
289,condition1,100,100,100,11,
289,condition1,100,100,100,19,
289,condition1,100,100,100,12,
289,condition1,100,100,100,4,
289,condition1,100,100,100,17,
289,condition1,100,100,100,X1,
289,condition1,100,100,100,7,
289,condition1,100,100,100,10,
289,condition1,100,100,100,9,
289,condition1,100,100,100,5,
289,condition1,100,100,100,21,
289,condition1,100,100,100,18,
289,condition1,100,100,100,14,
289,condition1,100,100,100,3,
289,condition1,100,100,100,13,
