workerid,proliferate.condition,resp_b,resp_g,resp_y,trial,error
492,condition1,84,22,100,8,
492,condition1,44,44,44,21,
492,condition1,87,99,87,6,
492,condition1,54,100,54,11,
492,condition1,68,69,96,17,
492,condition1,63,78,100,10,
492,condition1,59,59,100,9,
438,condition1,4,49,97,1,
438,condition1,98,46,97,2,
438,condition1,6,97,97,16,
438,condition1,95,0,100,11,
438,condition1,97,3,3,3,
438,condition1,100,100,99,19,
438,condition1,0,100,96,15,
438,condition1,100,2,1,4,
438,condition1,98,100,100,18,
438,condition1,97,100,0,10,
438,condition1,2,99,0,5,
438,condition1,99,100,48,17,
438,condition1,97,97,96,X1,
438,condition1,100,45,45,14,
438,condition1,97,97,99,20,
438,condition1,100,4,99,7,
438,condition1,100,100,3,9,
438,condition1,96,98,98,21,
438,condition1,42,41,99,13,
438,condition1,51,99,2,8,
438,condition1,96,97,95,12,
438,condition1,99,3,100,6,
