workerid,proliferate.condition,resp_b,resp_g,resp_y,trial,error
535,condition1,100,100,100,18,
535,condition1,100,100,100,20,
535,condition1,100,100,100,9,
535,condition1,100,100,100,22,
535,condition1,100,100,100,3,
525,condition1,100,100,100,1,
525,condition1,100,100,100,2,
525,condition1,47,63,99,22,
525,condition1,43,100,86,11,
525,condition1,98,50,90,16,
525,condition1,90,39,0,7,
525,condition1,98,25,64,13,
525,condition1,37,22,87,5,
525,condition1,43,99,38,4,
525,condition1,100,56,19,14,
525,condition1,60,73,36,12,
525,condition1,73,42,49,15,
525,condition1,35,66,46,19,
525,condition1,60,60,60,X1,
525,condition1,51,94,63,3,
525,condition1,62,74,75,8,
525,condition1,45,61,100,9,
525,condition1,57,72,47,6,
525,condition1,35,55,35,10,
525,condition1,68,56,37,21,
525,condition1,39,39,73,18,
525,condition1,62,46,61,17,
525,condition1,60,70,60,20,
496,condition1,59,78,25,1,
496,condition1,39,76,16,2,
496,condition1,74,60,20,22,
496,condition1,78,27,63,6,
496,condition1,34,36,10,18,
496,condition1,69,3,80,4,
496,condition1,2,57,79,14,
496,condition1,35,78,15,13,
496,condition1,75,46,22,8,
496,condition1,80,3,37,10,
496,condition1,33,82,7,17,
496,condition1,63,19,41,20,
496,condition1,82,51,61,11,
496,condition1,68,67,67,X1,
496,condition1,77,12,75,12,
496,condition1,0,75,0,16,
496,condition1,25,25,91,7,
496,condition1,83,23,68,19,
496,condition1,86,11,100,3,
496,condition1,8,57,77,21,
496,condition1,81,12,1,9,
496,condition1,74,86,31,5,
496,condition1,44,73,15,15,
528,condition1,100,100,100,1,
528,condition1,86,87,87,2,
528,condition1,61,76,44,15,
528,condition1,85,79,93,20,
528,condition1,39,52,100,7,
528,condition1,100,78,87,11,
528,condition1,100,73,100,3,
528,condition1,99,84,68,19,
528,condition1,88,70,100,4,
528,condition1,100,88,78,9,
528,condition1,74,89,100,14,
528,condition1,69,82,100,21,
528,condition1,88,100,75,13,
528,condition1,100,100,100,X1,
528,condition1,100,82,100,12,
528,condition1,98,82,65,22,
528,condition1,97,82,98,6,
528,condition1,100,49,48,10,
528,condition1,100,99,82,5,
528,condition1,100,65,76,8,
528,condition1,83,82,68,18,
528,condition1,83,100,67,17,
528,condition1,82,96,69,16,
516,condition1,74,100,60,1,
516,condition1,66,100,60,2,
516,condition1,54,35,45,10,
516,condition1,57,11,65,12,
516,condition1,27,39,58,14,
516,condition1,15,41,35,15,
516,condition1,75,20,37,11,
516,condition1,100,55,37,5,
516,condition1,30,41,62,21,
516,condition1,84,12,0,9,
516,condition1,100,37,63,6,
516,condition1,37,76,66,13,
516,condition1,65,33,12,22,
516,condition1,100,100,100,X1,
516,condition1,59,10,100,3,
516,condition1,61,31,39,20,
516,condition1,37,42,78,7,
516,condition1,27,58,35,17,
516,condition1,41,66,11,8,
516,condition1,36,36,7,18,
516,condition1,59,9,100,4,
516,condition1,72,58,60,19,
516,condition1,14,46,31,16,
553,condition1,30,48,54,1,
553,condition1,36,38,42,2,
553,condition1,23,22,23,8,
553,condition1,25,25,26,20,
553,condition1,30,25,37,7,
553,condition1,55,46,28,15,
553,condition1,16,23,35,21,
553,condition1,22,28,59,18,
553,condition1,56,59,43,10,
553,condition1,42,43,61,22,
553,condition1,58,55,28,19,
553,condition1,64,54,40,17,
553,condition1,7,76,61,6,
553,condition1,7,6,5,X1,
553,condition1,65,80,45,12,
553,condition1,4,85,78,5,
553,condition1,83,53,37,16,
553,condition1,85,79,5,4,
553,condition1,49,100,88,9,
553,condition1,77,80,1,3,
553,condition1,47,82,60,11,
553,condition1,77,80,45,13,
553,condition1,92,74,47,14,
512,condition1,47,72,60,1,
512,condition1,100,100,100,2,
512,condition1,63,63,77,18,
512,condition1,100,77,87,16,
512,condition1,55,61,48,6,
512,condition1,49,59,56,19,
512,condition1,61,64,82,8,
512,condition1,97,55,47,14,
512,condition1,82,49,72,17,
512,condition1,75,66,37,7,
512,condition1,65,100,47,4,
512,condition1,56,84,42,12,
512,condition1,43,70,100,9,
512,condition1,50,50,50,X1,
512,condition1,82,65,72,15,
512,condition1,44,100,59,10,
512,condition1,70,52,63,13,
512,condition1,49,70,54,11,
512,condition1,76,61,48,21,
512,condition1,55,69,57,20,
512,condition1,48,57,82,22,
512,condition1,59,82,47,3,
512,condition1,49,52,59,5,
518,condition1,100,100,100,1,
518,condition1,85,8,100,2,
518,condition1,79,33,63,15,
518,condition1,100,24,83,16,
518,condition1,100,49,5,21,
518,condition1,23,80,88,8,
518,condition1,16,45,19,11,
518,condition1,9,100,44,4,
518,condition1,10,63,33,6,
518,condition1,5,49,93,22,
518,condition1,0,73,12,3,
518,condition1,93,37,0,14,
518,condition1,17,52,27,20,
518,condition1,14,14,14,X1,
518,condition1,10,0,14,5,
518,condition1,44,59,0,7,
518,condition1,41,0,81,17,
518,condition1,35,35,100,18,
518,condition1,6,43,100,9,
518,condition1,0,76,9,12,
518,condition1,58,0,59,13,
518,condition1,0,100,60,10,
518,condition1,0,33,45,19,
534,condition1,56,83,49,1,
534,condition1,58,86,19,2,
534,condition1,42,54,90,3,
534,condition1,49,36,44,12,
534,condition1,83,42,35,21,
534,condition1,67,54,38,16,
534,condition1,30,73,27,8,
534,condition1,28,67,20,7,
534,condition1,42,41,36,22,
534,condition1,15,59,100,14,
534,condition1,85,86,26,18,
534,condition1,100,43,32,6,
534,condition1,28,100,0,17,
534,condition1,100,100,100,X1,
534,condition1,25,100,64,13,
534,condition1,100,56,51,11,
534,condition1,70,49,100,20,
534,condition1,100,67,65,19,
534,condition1,16,68,34,15,
534,condition1,100,15,0,4,
534,condition1,86,14,47,10,
534,condition1,95,51,34,9,
534,condition1,71,90,52,5,
542,condition1,31,100,37,1,
542,condition1,42,89,7,2,
542,condition1,62,0,100,3,
542,condition1,54,87,30,12,
542,condition1,100,61,32,5,
542,condition1,85,19,48,19,
542,condition1,31,80,53,15,
542,condition1,56,82,34,13,
542,condition1,64,5,81,4,
542,condition1,55,12,88,7,
542,condition1,72,57,27,8,
542,condition1,62,13,79,20,
542,condition1,75,48,15,21,
542,condition1,46,44,45,X1,
542,condition1,79,51,13,11,
542,condition1,49,43,91,18,
542,condition1,8,91,92,10,
542,condition1,89,45,81,16,
542,condition1,94,49,8,14,
542,condition1,58,55,17,6,
542,condition1,13,59,89,9,
542,condition1,45,4,85,17,
542,condition1,5,50,91,22,
527,condition1,100,100,99,1,
527,condition1,47,100,43,2,
527,condition1,67,98,45,13,
527,condition1,100,48,49,19,
527,condition1,98,49,46,11,
527,condition1,13,51,98,21,
527,condition1,100,2,26,10,
527,condition1,46,44,2,18,
527,condition1,22,70,2,15,
527,condition1,100,15,100,12,
527,condition1,98,44,2,9,
527,condition1,42,1,100,4,
527,condition1,98,47,45,6,
527,condition1,97,98,99,X1,
527,condition1,48,4,48,8,
527,condition1,79,43,68,16,
527,condition1,7,47,70,14,
527,condition1,43,87,13,17,
527,condition1,46,22,95,7,
527,condition1,98,91,49,5,
527,condition1,97,44,96,3,
527,condition1,98,47,3,22,
527,condition1,63,28,46,20,
499,condition1,38,22,80,1,
499,condition1,57,2,95,2,
499,condition1,47,87,100,8,
499,condition1,4,59,46,5,
499,condition1,66,94,37,12,
499,condition1,63,46,98,17,
499,condition1,62,97,2,3,
499,condition1,93,77,69,13,
499,condition1,64,77,99,22,
499,condition1,93,67,58,21,
499,condition1,53,91,100,9,
499,condition1,82,82,73,19,
499,condition1,74,98,5,4,
499,condition1,54,52,51,X1,
499,condition1,98,74,67,14,
499,condition1,85,81,92,15,
499,condition1,52,77,71,11,
499,condition1,77,99,63,10,
499,condition1,78,60,67,7,
499,condition1,52,66,61,6,
499,condition1,63,63,52,20,
499,condition1,100,67,80,16,
499,condition1,75,74,100,18,
515,condition1,95,98,88,1,
515,condition1,91,100,95,2,
515,condition1,92,82,98,17,
515,condition1,92,99,84,12,
515,condition1,88,87,98,18,
515,condition1,87,92,99,9,
515,condition1,83,100,90,4,
515,condition1,99,93,85,14,
515,condition1,87,92,96,8,
515,condition1,92,97,85,7,
515,condition1,86,97,91,19,
515,condition1,83,100,92,11,
515,condition1,87,97,91,5,
515,condition1,99,99,98,X1,
515,condition1,97,90,82,21,
515,condition1,82,98,88,6,
515,condition1,98,90,82,13,
515,condition1,89,98,84,20,
515,condition1,91,98,84,3,
515,condition1,98,78,86,16,
515,condition1,82,90,97,22,
515,condition1,90,78,97,15,
515,condition1,90,97,89,10,
502,condition1,100,100,100,1,
502,condition1,100,100,100,2,
502,condition1,100,77,88,10,
502,condition1,100,100,88,5,
502,condition1,92,44,100,4,
502,condition1,100,60,100,3,
502,condition1,53,73,100,7,
502,condition1,76,59,85,20,
502,condition1,47,81,100,21,
502,condition1,76,100,87,13,
502,condition1,91,94,78,8,
502,condition1,67,67,34,18,
502,condition1,75,100,57,17,
502,condition1,97,100,100,X1,
502,condition1,48,70,80,16,
502,condition1,64,89,100,14,
502,condition1,100,80,74,11,
502,condition1,100,73,54,22,
502,condition1,100,72,60,9,
502,condition1,74,76,61,15,
502,condition1,100,81,70,19,
502,condition1,100,84,89,6,
502,condition1,100,94,100,12,
526,condition1,49,48,48,1,
526,condition1,48,48,48,2,
526,condition1,49,48,49,13,
526,condition1,50,100,15,17,
526,condition1,100,78,6,22,
526,condition1,100,46,21,19,
526,condition1,25,25,0,18,
526,condition1,100,22,51,11,
526,condition1,52,21,52,20,
526,condition1,100,10,100,12,
526,condition1,100,100,47,5,
526,condition1,99,2,0,10,
526,condition1,0,50,100,14,
526,condition1,100,100,100,X1,
526,condition1,100,6,100,3,
526,condition1,100,30,70,6,
526,condition1,19,0,100,7,
526,condition1,100,10,0,9,
526,condition1,68,0,100,4,
526,condition1,0,36,100,21,
526,condition1,0,52,0,16,
526,condition1,6,60,0,15,
526,condition1,80,0,6,8,
524,condition1,46,46,46,1,
524,condition1,47,46,46,2,
524,condition1,47,47,47,10,
524,condition1,49,49,50,4,
524,condition1,48,48,48,7,
524,condition1,45,46,45,21,
524,condition1,46,47,48,5,
524,condition1,45,45,45,9,
524,condition1,41,42,42,22,
524,condition1,47,48,48,18,
524,condition1,45,45,45,15,
524,condition1,41,41,41,17,
524,condition1,45,45,46,14,
524,condition1,47,47,48,X1,
524,condition1,47,47,47,6,
524,condition1,47,46,46,12,
524,condition1,46,46,46,8,
524,condition1,46,46,46,13,
524,condition1,47,47,47,20,
524,condition1,45,45,45,3,
524,condition1,45,46,46,11,
524,condition1,44,44,44,19,
524,condition1,47,47,47,16,
544,condition1,97,97,99,1,
544,condition1,97,98,98,2,
544,condition1,99,79,81,6,
544,condition1,97,75,62,11,
544,condition1,65,80,50,21,
544,condition1,44,57,70,14,
544,condition1,72,56,76,12,
544,condition1,81,72,49,9,
544,condition1,74,63,75,20,
544,condition1,87,66,75,19,
544,condition1,75,51,98,4,
544,condition1,67,66,40,18,
544,condition1,97,82,56,5,
544,condition1,98,97,98,X1,
544,condition1,49,76,59,16,
544,condition1,63,73,55,17,
544,condition1,99,58,71,10,
544,condition1,75,88,65,13,
544,condition1,89,75,60,22,
544,condition1,76,81,63,15,
544,condition1,68,79,96,7,
544,condition1,70,66,71,8,
544,condition1,86,69,95,3,
545,condition1,100,100,100,1,
545,condition1,99,99,98,2,
545,condition1,54,97,82,12,
545,condition1,31,81,98,3,
545,condition1,23,99,97,10,
545,condition1,98,59,15,21,
545,condition1,45,99,21,7,
545,condition1,100,45,97,16,
545,condition1,100,17,39,5,
545,condition1,84,44,100,13,
545,condition1,29,96,68,8,
545,condition1,98,87,25,6,
545,condition1,55,55,97,18,
545,condition1,100,100,100,X1,
545,condition1,42,56,99,9,
545,condition1,80,18,98,15,
545,condition1,36,75,58,20,
545,condition1,98,46,45,14,
545,condition1,45,59,44,11,
545,condition1,48,30,97,17,
545,condition1,29,45,54,19,
545,condition1,25,98,98,4,
545,condition1,39,57,99,22,
532,condition1,68,68,69,1,
532,condition1,56,50,50,2,
532,condition1,32,21,70,9,
532,condition1,12,50,70,22,
532,condition1,53,46,27,6,
532,condition1,80,41,40,14,
532,condition1,52,53,82,18,
532,condition1,10,67,55,10,
532,condition1,60,44,19,21,
532,condition1,18,66,29,12,
532,condition1,47,35,66,15,
532,condition1,50,50,10,7,
532,condition1,29,37,38,19,
532,condition1,100,100,100,X1,
532,condition1,48,39,60,17,
532,condition1,85,50,63,16,
532,condition1,34,48,69,8,
532,condition1,28,54,33,20,
532,condition1,38,76,81,4,
532,condition1,30,47,83,3,
532,condition1,64,27,62,13,
532,condition1,72,19,35,5,
532,condition1,25,57,29,11,
521,condition1,47,100,32,1,
521,condition1,44,100,31,2,
521,condition1,48,21,53,10,
521,condition1,63,24,16,9,
521,condition1,100,53,22,5,
521,condition1,18,33,59,14,
521,condition1,11,65,33,17,
521,condition1,13,29,33,15,
521,condition1,38,20,61,12,
521,condition1,7,24,34,16,
521,condition1,39,40,5,18,
521,condition1,29,45,20,8,
521,condition1,20,32,46,13,
521,condition1,100,100,100,X1,
521,condition1,30,18,100,3,
521,condition1,100,22,32,6,
521,condition1,32,24,37,20,
521,condition1,35,28,37,19,
521,condition1,37,24,13,22,
521,condition1,35,11,100,4,
521,condition1,31,24,26,21,
521,condition1,65,23,35,11,
521,condition1,25,46,37,7,
505,condition1,3,100,46,1,
505,condition1,48,100,1,2,
505,condition1,25,100,49,13,
505,condition1,71,0,100,4,
505,condition1,100,48,50,19,
505,condition1,0,66,100,14,
505,condition1,44,45,22,8,
505,condition1,26,71,100,21,
505,condition1,100,14,100,12,
505,condition1,100,15,100,3,
505,condition1,99,24,74,11,
505,condition1,62,100,0,17,
505,condition1,12,78,33,15,
505,condition1,100,100,98,X1,
505,condition1,100,48,0,9,
505,condition1,100,24,72,6,
505,condition1,0,70,35,16,
505,condition1,100,0,49,10,
505,condition1,100,100,74,5,
505,condition1,47,49,0,18,
505,condition1,100,47,0,22,
505,condition1,65,47,100,7,
505,condition1,50,34,50,20,
540,condition1,76,100,46,1,
540,condition1,36,99,62,2,
540,condition1,57,35,75,15,
540,condition1,66,46,76,17,
540,condition1,64,36,83,13,
540,condition1,33,84,50,12,
540,condition1,37,63,47,20,
540,condition1,85,40,65,16,
540,condition1,99,70,39,6,
540,condition1,28,50,59,19,
540,condition1,33,61,99,3,
540,condition1,99,37,48,5,
540,condition1,39,100,71,4,
540,condition1,98,99,98,X1,
540,condition1,43,73,98,9,
540,condition1,29,99,58,10,
540,condition1,48,98,86,8,
540,condition1,41,65,88,22,
540,condition1,77,54,38,14,
540,condition1,45,44,88,18,
540,condition1,37,72,56,11,
540,condition1,77,93,34,7,
540,condition1,91,62,32,21,
497,condition1,49,67,48,1,
497,condition1,46,66,45,2,
497,condition1,33,50,65,21,
497,condition1,52,51,67,8,
497,condition1,24,72,46,16,
497,condition1,55,74,39,17,
497,condition1,90,35,67,6,
497,condition1,42,78,58,13,
497,condition1,85,55,85,20,
497,condition1,84,37,63,11,
497,condition1,82,34,63,10,
497,condition1,25,51,75,14,
497,condition1,80,50,26,5,
497,condition1,50,50,50,X1,
497,condition1,29,49,76,7,
497,condition1,49,32,79,4,
497,condition1,78,77,45,18,
497,condition1,85,35,63,19,
497,condition1,28,77,49,15,
497,condition1,78,49,88,3,
497,condition1,84,57,35,9,
497,condition1,69,47,87,12,
497,condition1,80,66,48,22,
511,condition1,99,3,2,1,
511,condition1,99,99,3,2,
511,condition1,99,1,98,7,
511,condition1,0,99,1,3,
511,condition1,1,1,1,22,
511,condition1,7,99,1,10,
511,condition1,2,2,98,18,
511,condition1,99,1,2,8,
511,condition1,2,99,98,14,
511,condition1,1,1,98,6,
511,condition1,98,2,99,16,
511,condition1,95,97,99,12,
511,condition1,98,1,97,21,
511,condition1,1,0,0,X1,
511,condition1,2,2,98,15,
511,condition1,3,98,2,19,
511,condition1,2,97,2,4,
511,condition1,2,3,3,13,
511,condition1,0,100,100,5,
511,condition1,3,98,1,17,
511,condition1,2,98,2,11,
511,condition1,99,2,2,20,
511,condition1,2,98,1,9,
529,condition1,98,98,98,1,
529,condition1,99,98,100,2,
529,condition1,99,98,98,6,
529,condition1,97,97,97,21,
529,condition1,68,22,98,15,
529,condition1,58,37,8,14,
529,condition1,18,48,74,22,
529,condition1,6,82,97,4,
529,condition1,51,52,88,18,
529,condition1,25,33,43,19,
529,condition1,47,53,46,20,
529,condition1,76,45,66,16,
529,condition1,11,79,49,10,
529,condition1,97,97,97,X1,
529,condition1,21,51,75,9,
529,condition1,81,23,75,13,
529,condition1,35,54,34,12,
529,condition1,97,26,32,5,
529,condition1,49,46,18,7,
529,condition1,44,60,52,11,
529,condition1,49,34,70,17,
529,condition1,56,56,64,8,
529,condition1,69,85,99,3,
531,condition1,60,72,59,1,
531,condition1,45,65,67,2,
531,condition1,84,75,82,12,
531,condition1,68,77,92,6,
531,condition1,75,61,83,17,
531,condition1,71,78,85,18,
531,condition1,50,55,80,9,
531,condition1,61,61,71,8,
531,condition1,48,69,76,5,
531,condition1,70,70,37,14,
531,condition1,45,60,32,21,
531,condition1,64,66,30,4,
531,condition1,63,49,28,20,
531,condition1,52,51,68,X1,
531,condition1,53,66,69,13,
531,condition1,69,40,78,7,
531,condition1,69,72,84,16,
531,condition1,68,65,78,3,
531,condition1,63,73,75,10,
531,condition1,61,71,75,22,
531,condition1,63,65,64,11,
531,condition1,71,67,74,15,
531,condition1,60,75,76,19,
554,condition1,61,100,20,1,
554,condition1,43,100,66,2,
554,condition1,64,42,86,14,
554,condition1,64,36,86,15,
554,condition1,55,85,21,7,
554,condition1,36,84,66,8,
554,condition1,43,59,83,22,
554,condition1,100,75,47,6,
554,condition1,50,20,91,13,
554,condition1,17,28,34,19,
554,condition1,60,35,40,11,
554,condition1,100,13,23,5,
554,condition1,12,70,87,10,
554,condition1,100,100,100,X1,
554,condition1,44,71,100,4,
554,condition1,80,66,25,21,
554,condition1,19,82,49,12,
554,condition1,15,73,100,3,
554,condition1,43,33,74,17,
554,condition1,80,40,70,16,
554,condition1,43,67,56,20,
554,condition1,75,53,65,9,
554,condition1,67,67,82,18,
541,condition1,50,100,14,1,
541,condition1,33,18,100,2,
541,condition1,52,93,47,13,
541,condition1,40,14,100,4,
541,condition1,69,42,100,12,
541,condition1,43,53,61,7,
541,condition1,27,43,21,18,
541,condition1,100,34,9,9,
541,condition1,10,46,17,16,
541,condition1,100,70,30,5,
541,condition1,100,38,17,6,
541,condition1,100,37,49,11,
541,condition1,69,70,36,15,
541,condition1,100,100,100,X1,
541,condition1,85,31,43,10,
541,condition1,45,53,30,17,
541,condition1,82,37,100,3,
541,condition1,68,49,34,8,
541,condition1,75,42,38,20,
541,condition1,79,42,30,19,
541,condition1,46,34,75,21,
541,condition1,35,40,78,14,
541,condition1,53,21,20,22,
509,condition1,59,51,30,1,
509,condition1,41,74,27,2,
509,condition1,64,44,63,8,
509,condition1,55,51,16,14,
509,condition1,63,41,54,13,
509,condition1,66,33,45,15,
509,condition1,11,54,27,10,
509,condition1,100,10,29,5,
509,condition1,100,50,21,6,
509,condition1,31,51,21,20,
509,condition1,16,63,100,3,
509,condition1,13,61,15,12,
509,condition1,15,45,61,9,
509,condition1,100,100,100,X1,
509,condition1,28,13,40,17,
509,condition1,7,29,47,22,
509,condition1,18,23,41,11,
509,condition1,39,38,11,7,
509,condition1,5,16,13,19,
509,condition1,16,51,100,4,
509,condition1,39,24,7,21,
509,condition1,48,15,27,16,
509,condition1,15,22,56,18,
514,condition1,26,100,0,1,
514,condition1,20,100,0,2,
514,condition1,0,100,47,17,
514,condition1,100,27,0,9,
514,condition1,6,22,37,21,
514,condition1,100,30,19,5,
514,condition1,0,19,100,4,
514,condition1,0,30,73,14,
514,condition1,31,11,62,20,
514,condition1,29,29,0,18,
514,condition1,20,0,73,12,
514,condition1,0,20,25,16,
514,condition1,23,62,12,8,
514,condition1,100,100,100,X1,
514,condition1,17,40,0,22,
514,condition1,32,16,44,19,
514,condition1,24,0,100,3,
514,condition1,40,59,28,15,
514,condition1,78,0,20,11,
514,condition1,27,40,100,10,
514,condition1,20,46,100,13,
514,condition1,100,48,21,6,
514,condition1,45,75,24,7,
550,condition1,4,17,51,1,
550,condition1,49,38,12,2,
550,condition1,70,23,22,8,
550,condition1,26,76,18,15,
550,condition1,54,32,94,7,
550,condition1,73,17,50,4,
550,condition1,47,50,25,18,
550,condition1,71,49,18,9,
550,condition1,12,64,30,16,
550,condition1,69,21,56,12,
550,condition1,59,21,43,20,
550,condition1,48,85,61,5,
550,condition1,25,46,61,21,
550,condition1,48,48,48,X1,
550,condition1,76,68,48,19,
550,condition1,72,51,20,22,
550,condition1,49,64,24,17,
550,condition1,57,43,59,11,
550,condition1,32,68,27,13,
550,condition1,46,32,66,6,
550,condition1,12,58,60,14,
550,condition1,88,12,29,10,
550,condition1,82,20,46,3,
547,condition1,67,94,50,1,
547,condition1,47,99,0,2,
547,condition1,1,45,99,21,
547,condition1,71,1,98,4,
547,condition1,98,76,48,19,
547,condition1,85,39,5,9,
547,condition1,83,34,97,3,
547,condition1,25,100,26,17,
547,condition1,94,28,98,12,
547,condition1,51,52,20,8,
547,condition1,15,31,11,16,
547,condition1,97,25,53,6,
547,condition1,96,46,47,10,
547,condition1,97,98,96,X1,
547,condition1,48,48,6,18,
547,condition1,24,48,95,7,
547,condition1,33,96,34,13,
547,condition1,19,42,97,14,
547,condition1,46,21,46,20,
547,condition1,95,47,5,22,
547,condition1,22,47,26,15,
547,condition1,98,98,46,5,
547,condition1,79,32,52,11,
513,condition1,98,98,98,1,
513,condition1,96,97,97,2,
513,condition1,98,98,98,21,
513,condition1,96,97,97,15,
513,condition1,96,97,97,3,
513,condition1,99,97,98,4,
